C,n,P,t,a,N,LN
-9.422244489,2.643887776,12358.71743,2.537675351,2.293587174,110929.7845,5.045048169
-9.35250501,2.648697395,13525.0501,2.45751503,2.461923848,66057.89792,4.81992475
-9.672344689,2.920440882,14030.06012,2.351703407,2.125250501,58848.58809,4.769736048
-9.263527054,2.535671343,13188.37675,2.103206413,2.461923848,51092.34493,4.708355835
-9.650701403,2.86993988,13272.54509,2.518436874,1.584168337,95101.47138,4.978187236
-9.439078156,2.696793587,14547.09419,2.446292585,2.447895792,58242.86171,4.765242706
-9.256312625,2.511623246,13416.83367,2.518436874,1.894789579,85828.57655,4.93363191
-9.727655311,3.011823647,11072.14429,2.324448898,2.437875752,99844.24461,4.999323036
-9.280360721,2.564529058,14426.85371,2.569739479,2.315631263,66689.34475,4.82405645
-9.60260521,2.862725451,15941.88377,2.734869739,2.231462926,60951.51575,4.78498451
-9.893587174,3.132064128,14547.09419,2.151302605,2.225450902,38372.81445,4.584023654
-9.552104208,2.766533066,11877.75551,2.513627255,1.778557114,129356.0646,5.111786795
-9.677154309,2.961322645,14847.69539,2.406212425,1.968937876,49671.05446,4.69610338
-9.559318637,2.809819639,16398.7976,2.776553106,1.886773547,63267.01666,4.801177356
-9.708416834,2.980561122,14078.15631,2.263527054,2.323647295,47143.51557,4.673421965
-9.843086172,3.124849699,16338.67735,2.555310621,2.057114228,42590.96488,4.629317479
-9.47755511,2.74488978,13284.56914,2.544088176,1.886773547,86367.38851,4.936349788
-9.412625251,2.639078156,16014.02806,2.71242485,1.620240481,69781.74038,4.843741797
-9.376553106,2.653507014,11913.82766,2.861523046,2.375751503,146364.3001,5.16543516
-9.98496994,3.228256513,12611.22244,2.697995992,2.333667335,119098.0197,5.07590454
-9.559318637,2.788176353,13741.48297,2.699599198,2.155310621,98020.42571,4.991316584
-9.662725451,2.961322645,12959.91984,2.54248497,2.037074148,83885.78797,4.923688388
-9.828657315,3.038276553,16386.77355,2.875951904,2.109218437,72404.32589,4.859764514
-9.960921844,3.218637275,11997.99599,2.714028056,1.976953908,145992.3759,5.164330176
-9.443887776,2.732865731,14907.81563,2.369338677,1.668336673,49980.22484,4.698798206
-9.453507014,2.752104208,14631.26253,2.436673347,2.45991984,50872.16642,4.706480233
-9.643486974,2.908416834,14414.82966,2.348496994,1.800601202,54162.11547,4.733695619
-9.424649299,2.665531062,15136.27255,2.404609218,2.037074148,55392.25006,4.743449007
-9.516032064,2.780961924,16579.15832,2.441482966,2.003006012,41345.91463,4.616432604
-9.79258517,2.999799599,11625.2505,2.478356713,2.249498998,128453.4831,5.108745885
-9.504008016,2.785771543,13933.86774,2.366132265,1.904809619,59535.04164,4.774772662
-9.229859719,2.49238477,13789.57916,2.321242485,2.031062124,63931.94433,4.805717913
-9.778156313,3.028657315,14535.07014,2.701202405,2.389779559,75148.7569,4.875921801
-9.79739479,3.033466934,12478.95792,2.810220441,1.678356713,152353.1556,5.182851454
-9.819038076,3.021442886,11372.74549,2.6498998,2.369739479,166904.5528,5.222468183
-9.73006012,2.980561122,11901.80361,2.276352705,1.780561122,89166.76174,4.950202995
-9.645891784,2.918036072,11949.8998,2.316432866,2.115230461,85263.61729,4.930763754
-9.381362725,2.600601202,13969.93988,2.883967936,1.750501002,119134.3278,5.076036919
-9.388577154,2.682364729,15040.08016,2.580961924,1.852705411,60916.35043,4.784733876
-9.638677355,2.922845691,12803.60721,2.406212425,2.053106212,76426.14919,4.883241978
-9.400601202,2.691983968,16110.22044,2.550501002,1.796593186,49377.61418,4.693530102
-9.814228457,3.079158317,12022.04409,2.201002004,2.46993988,68198.29239,4.833773501
-9.876753507,3.156112224,12130.26052,2.196192385,2.031062124,67721.51737,4.83072668
-9.807014028,3.091182365,11901.80361,2.454308617,1.824649299,103309.1896,5.014138955
-9.79739479,3.026252505,16086.17234,2.316432866,2.101202405,38178.01114,4.5818133
-9.314028056,2.562124248,12539.07816,2.699599198,2.309619238,117913.3877,5.071563117
-10.04509018,3.269138277,12503.00601,2.773346693,2.443887776,137862.1007,5.139444892
-9.758917836,2.968537074,14486.97395,2.600200401,1.744488978,81401.23906,4.910631016
-9.775751503,3.050300601,15629.25852,2.79739479,2.411823647,63038.22542,4.799603979
-9.807014028,3.069539078,16086.17234,2.829458918,1.616232465,67823.70929,4.831381538
-9.552104208,2.845891784,13020.04008,2.221843687,2.283567134,55320.09815,4.742882942
-9.504008016,2.766533066,15773.54709,2.340480962,1.934869739,42899.99695,4.632457261
-9.871943888,3.110420842,11925.8517,2.847094188,2.429859719,165901.3848,5.219850011
-9.710821643,2.973346693,11541.08216,2.537675351,1.614228457,132926.3732,5.123611155
-9.561723447,2.812224449,14919.83968,2.715631263,1.628256513,78721.40517,4.896092838
-9.258717435,2.504408818,14306.61323,2.847094188,2.201402806,98677.50886,4.994218177
-9.494388778,2.773747495,16927.85571,2.515230461,1.892785571,41463.59445,4.617666948
-9.655511022,2.886773547,16687.37475,2.159318637,1.80260521,30225.86264,4.480378704
-9.968136273,3.177755511,11961.92385,2.12244489,2.165330661,72817.56915,4.862236177
-9.552104208,2.783366733,14366.73347,2.255511022,2.149298597,52282.4298,4.718355763
-9.674749499,2.920440882,13789.57916,2.499198397,1.524048096,78352.77473,4.894054381
-9.785370741,3.011823647,15364.72946,2.375751503,1.810621242,49482.56114,4.69445217
-9.374148297,2.610220441,16879.75952,2.739679359,1.682364729,61291.02999,4.78739692
-9.970541082,3.201803607,14438.87776,2.483166333,2.47995992,59356.18331,4.773465967
-9.715631263,2.99739479,15521.04208,2.808617234,2.411823647,64563.78911,4.80998901
-9.302004008,2.564529058,14967.93587,2.279559118,2.223446894,47478.0858,4.676493201
-9.816633267,3.052705411,11384.76954,2.601803607,2.153306613,151163.8607,5.179447975
-9.944088176,3.204208417,15280.56112,2.178557114,2.285571142,31421.45076,4.497226233
-9.395791583,2.694388778,13753.50701,2.367735471,1.958917836,60220.68034,4.779745658
-9.547294589,2.848296593,15244.48898,2.237875752,2.177354709,35971.20332,4.555954966
-9.693987976,2.937274549,13488.97796,2.544088176,2.037074148,84950.71341,4.92916703
-9.318837675,2.600601202,12611.22244,2.271543086,1.73246493,72394.58587,4.859706088
-9.932064128,3.144088176,16651.30261,2.403006012,1.952905812,39220.28381,4.593510732
-9.465531062,2.766533066,12322.64529,2.702805611,1.926853707,115831.0275,5.063824909
-9.766132265,2.99739479,12238.47695,2.221843687,2.107214429,76728.8536,4.884958709
-9.725250501,3.014228457,13380.76152,2.167334669,2.101202405,47584.28381,4.677463537
-9.653106212,2.908416834,11108.21643,2.706012024,2.051102204,173976.0769,5.240489533
-9.941683367,3.158517034,16482.96593,2.609819639,1.910821643,52005.56118,4.716049787
-9.518436874,2.74248497,13272.54509,2.569739479,2.463927856,91453.97736,4.961202598
-9.713226453,2.970941884,14006.01202,2.135270541,2.033066132,43581.16053,4.639298791
-9.638677355,2.843486974,15340.68136,2.249098196,2.205410822,44618.10817,4.649511152
-9.566533066,2.812224449,14342.68537,2.390180361,2.387775551,57338.64476,4.758447424
-9.691583166,2.903607214,14799.5992,2.70761523,1.908817635,84963.97824,4.929234839
-9.79739479,3.081563126,13080.16032,2.335671343,1.544088176,67847.53517,4.831534075
-9.698797595,2.954108216,15256.51303,2.715631263,2.495991984,64932.60236,4.812462809
-9.665130261,2.910821643,16098.19639,2.807014028,1.986973948,67812.17115,4.831307649
-9.641082164,2.86753507,11156.31263,2.14008016,1.574148297,96543.42796,4.984722715
-9.751703407,2.987775551,11709.41884,2.308416834,1.684368737,101664.8607,5.00717087
-9.369338677,2.612625251,13176.35271,2.263527054,1.554108216,69933.74333,4.844686775
-9.424649299,2.720841683,12755.51102,2.369338677,1.874749499,74548.35965,4.872438092
-9.455911824,2.747294589,14474.9499,2.377354709,2.265531062,51215.99255,4.709405594
-9.249098196,2.526052104,13476.95391,2.412625251,2.021042084,71784.86045,4.85603286
-9.862324649,3.083967936,14739.47896,2.133667335,2.281563126,37590.47378,4.5750778
-9.270741483,2.55250501,11300.6012,2.431863727,2.017034068,113143.5178,5.053629677
-9.528056112,2.824248497,16038.07615,2.733266533,2.171342685,55946.31074,4.747771453
-9.251503006,2.499599198,14931.86373,2.167334669,1.640280561,46167.89763,4.664340098
-10.05951904,3.300400802,13597.19439,2.369338677,1.852705411,65911.17514,4.818959055
-9.929659319,3.144088176,16807.61523,2.14008016,1.99498998,26176.89969,4.417918209
-9.645891784,2.879559118,14402.80561,2.377354709,1.608216433,61508.35179,4.78893409
-9.833466934,3.033466934,12851.70341,2.87755511,2.279559118,151040.6886,5.179093957
-9.751703407,2.975751503,11312.62525,2.109619238,1.852705411,87342.43679,4.941225304
-9.727655311,2.982965932,12503.00601,2.422244489,2.259519038,86249.85042,4.935758351
-9.751703407,2.954108216,12346.69339,2.385370741,1.924849699,101379.9538,5.005952089
-9.968136273,3.221042084,12791.58317,2.486372745,2.255511022,86618.62741,4.937611297
-9.835871743,3.071943888,13476.95391,2.196192385,1.806613226,56054.11767,4.748607521
-9.977755511,3.237875752,15545.09018,2.28757515,2.211422846,34830.71929,4.541962443
-9.778156313,3.004609218,12070.14028,2.811823647,2.215430862,161280.2133,5.207581089
-9.612224449,2.841082164,15424.8497,2.569739479,1.978957916,62661.20013,4.796998709
-9.3501002,2.619839679,16206.41283,2.746092184,2.281563126,60171.38618,4.779390017
-9.328456914,2.564529058,16891.78357,2.664328657,1.798597194,57349.00441,4.758525883
-9.903206413,3.180160321,14318.63727,2.209018036,2.043086172,40756.20211,4.610193707
-9.222645291,2.482765531,16867.73547,2.2250501,2.263527054,34169.09267,4.533633447
-9.491983968,2.780961924,16122.24449,2.411022044,2.453907816,38326.21915,4.583495979
-9.54008016,2.756913828,12382.76553,2.167334669,1.590180361,76764.3748,4.885159717
-9.929659319,3.163326653,14318.63727,2.803807615,2.187374749,93946.46876,4.972880461
-9.912825651,3.165731463,11372.74549,2.289178357,2.331663327,95787.05051,4.981306801
-9.612224449,2.850701403,11505.01002,2.12244489,1.942885772,82061.97194,4.914141949
-9.828657315,3.05991984,11228.45691,2.170541082,1.726452906,96525.49076,4.984642018
-9.386172345,2.612625251,16050.1002,2.26993988,1.694388778,43697.74241,4.640459
-9.328456914,2.624649299,16482.96593,2.173747495,2.187374749,29665.10805,4.472245934
-9.85511022,3.086372745,11757.51503,2.874348697,2.181362725,188096.0047,5.274379571
-9.624248497,2.862725451,12202.40481,2.257114228,1.942885772,82593.14909,4.916944025
-9.739679359,2.949298597,16819.63928,2.598597194,1.588176353,52938.00382,4.723767561
-9.547294589,2.797795591,13092.18437,2.523246493,1.592184369,92590.36517,4.966565797
-9.833466934,3.047895792,16747.49499,2.495991984,2.315631263,42071.29601,4.623985891
-9.578557114,2.831462926,15040.08016,2.835871743,2.181362725,82061.21189,4.914137926
-9.73006012,2.970941884,16410.82164,2.326052104,2.199398798,35586.07248,4.551280059
-9.556913828,2.857915832,16627.25451,2.523246493,1.620240481,41553.41368,4.618606708
-9.790180361,3.021442886,16723.44689,2.249098196,1.590180361,32590.80421,4.513095077
-9.73006012,2.946893788,13765.53106,2.673947896,1.54008016,102504.0481,5.010741017
-9.196192385,2.465931864,12539.07816,2.853507014,1.548096192,134301.2894,5.128080182
-9.811823647,3.052705411,15256.51303,2.818236473,1.576152305,83134.51679,4.919781377
-9.744488978,3.009418838,11589.17836,2.678757515,1.51002004,155189.9499,5.190863593
-9.972945892,3.204208417,15112.22445,2.778156313,2.279559118,75902.16133,4.880254143
-9.532865731,2.812224449,16338.67735,2.624248497,2.141282565,49556.46581,4.695100326
-9.576152305,2.865130261,15929.85972,2.324448898,2.275551102,35623.3574,4.551734848
-9.722845691,2.980561122,13440.88176,2.396593186,1.686372745,71688.65092,4.855450408
-9.744488978,2.946893788,15100.2004,2.848697395,1.864729459,95076.49177,4.978073148
-9.710821643,2.99498998,14895.79158,2.816633267,1.79258517,79616.47863,4.901002965
-9.472745491,2.735270541,14511.02204,2.104809619,2.147294589,39727.19837,4.599087939
-9.713226453,2.920440882,12178.35671,2.356513026,1.854709419,101515.3363,5.006531658
-9.465531062,2.691983968,14042.08417,2.295591182,2.427855711,58230.10473,4.765147571
-9.583366733,2.862725451,13861.72345,2.702805611,1.736472946,88836.89308,4.948593361
-9.508817635,2.790581162,11613.22645,2.175350701,1.990981964,77673.94995,4.890275391
-9.811823647,3.100801603,16675.3507,2.489579158,1.928857715,37119.59677,4.56960325
-9.941683367,3.177755511,16783.56713,2.148096192,2.249498998,23933.1572,4.378999993
-9.491983968,2.718436874,14426.85371,2.271543086,2.371743487,52623.17336,4.721177034
-9.85991984,3.088777555,11480.96192,2.233066132,2.233466934,92613.59376,4.966674737
-9.366933868,2.634268537,11456.91383,2.606613226,1.746492986,137882.1796,5.13950814
-9.826252505,3.028657315,13236.47295,2.385370741,1.588176353,84299.82026,4.925826649
-9.554509018,2.80501002,14715.43086,2.765330661,1.642284569,86097.8066,4.934992088
-9.650701403,2.855511022,12130.26052,2.723647295,2.113226453,152089.7631,5.182099983
-9.715631263,2.99498998,11264.52906,2.201002004,2.397795591,81903.28101,4.9133013
-9.448697395,2.672745491,14583.16633,2.459118236,2.473947896,63537.26508,4.803028517
-9.518436874,2.776152305,11336.67335,2.420641283,1.876753507,119302.499,5.076649541
-9.833466934,3.095991984,15509.01804,2.574549098,2.46993988,50539.6531,4.703632257
-9.393386774,2.622244489,14655.31062,2.499198397,2.351703407,66563.3402,4.823235107
-9.443887776,2.74488978,16735.47094,2.600200401,2.069138277,44228.22301,4.645699491
-9.838276553,3.071943888,12166.33267,2.593787575,2.063126253,124799.2379,5.096211933
-9.650701403,2.946893788,13068.13627,2.654709419,1.578156313,97267.6721,4.987968522
-9.85511022,3.103206413,12575.1503,2.592184369,1.694388778,113625.6167,5.055476253
-9.561723447,2.778557114,16194.38878,2.685170341,1.642284569,65785.21706,4.818128312
-9.321242485,2.610220441,15076.1523,2.103206413,1.894789579,36253.03355,4.559344353
-9.617034068,2.893987976,11444.88978,2.393386774,1.886773547,108045.6236,5.03360718
-9.400601202,2.67755511,15448.8978,2.528056112,2.003006012,55248.03146,4.742316808
-9.881563126,3.146492986,11853.70741,2.117635271,2.147294589,65961.35601,4.819289575
-9.835871743,3.050300601,15689.37876,2.56492986,2.399799599,55019.37464,4.74051565
-9.60501002,2.865130261,11937.87575,2.160921844,2.393787575,69386.21489,4.841273197
-9.326052104,2.612625251,12803.60721,2.180160321,1.676352705,61819.92054,4.791128442
-9.528056112,2.773747495,15040.08016,2.159318637,1.878757515,40777.95864,4.610425481
-9.701202405,2.942084168,16555.11022,2.709218437,1.688376754,58102.05146,4.764191467
-9.597795591,2.862725451,12695.39078,2.20741483,2.239478958,62572.87894,4.796386137
-9.929659319,3.204208417,14054.10822,2.35490982,2.325651303,50662.02434,4.704682539
-10.01863727,3.266733467,16314.62926,2.398196393,1.556112224,38573.13829,4.586284974
-9.60741483,2.841082164,12719.43888,2.681963928,2.175350701,117838.7079,5.071287972
-9.910420842,3.180160321,12262.52505,2.220240481,1.80260521,71079.38057,4.851743634
-9.419839679,2.67995992,16206.41283,2.62745491,1.562124248,57098.34728,4.756623538
-9.648296593,2.862725451,16446.89379,2.375751503,1.784569138,43564.92623,4.639136983
-9.311623246,2.600601202,14919.83968,2.821442886,1.904809619,80228.18015,4.904326941
-9.499198397,2.761723447,14102.20441,2.483166333,1.756513026,69759.55208,4.843603683
-9.782965932,3.016633267,16795.59118,2.359719439,1.876753507,36173.80541,4.558394198
-9.518436874,2.819438878,11360.72144,2.273146293,2.24749499,86120.95998,4.935108862
-9.280360721,2.514028056,16963.92786,2.420641283,1.790581162,45431.71134,4.657359096
-9.340480962,2.610220441,11312.62525,2.430260521,2.001002004,116207.1518,5.065232857
-9.28997996,2.530861723,12755.51102,2.64509018,1.96492986,113567.3084,5.055253333
-9.92004008,3.139278557,12875.7515,2.334068136,1.754509018,80816.36171,4.907499295
-9.60741483,2.812224449,16519.03808,2.128857715,2.029058116,32177.16566,4.507547786
-9.633867735,2.910821643,14366.73347,2.670741483,2.167334669,74109.81711,4.869875741
-9.970541082,3.235470942,16110.22044,2.781362725,1.886773547,60726.0011,4.783374683
-10.01623246,3.24509018,16951.90381,2.489579158,2.05511022,38077.76721,4.580671474
-9.850300601,3.093587174,13945.89178,2.170541082,1.624248497,48422.48465,4.68504707
-9.28757515,2.540480962,14222.44489,2.411022044,2.26753507,63874.20518,4.805325509
-9.684368737,2.937274549,13248.49699,2.734869739,2.041082164,108264.4862,5.034486019
-9.645891784,2.903607214,13621.24248,2.237875752,1.566132265,57287.31935,4.758058501
-9.674749499,2.944488978,14318.63727,2.253907816,1.998997996,47167.29078,4.673640932
-9.98256513,3.24749499,11517.03407,2.731663327,1.536072144,176622.54,5.247046126
-9.681963928,2.913226453,14607.21443,2.108016032,1.592184369,41620.02413,4.619302328
-9.689178357,2.920440882,16927.85571,2.688376754,2.191382766,51745.11149,4.713869327
-9.54488978,2.754509018,14751.50301,2.364529058,1.830661323,60617.30853,4.782596649
-9.79498998,3.007014028,16903.80762,2.885571142,1.718436874,69518.96675,4.842103309
-9.580961924,2.860320641,15136.27255,2.112825651,2.407815631,31522.21291,4.498616698
-9.60260521,2.821843687,14907.81563,2.199398798,2.205410822,44263.521,4.646045958
-9.239478958,2.48757515,13320.64128,2.411022044,2.04509018,79116.34592,4.898266221
-10.02825651,3.2498998,15977.95591,2.79739479,1.816633267,70691.20062,4.849365358
-9.571342685,2.848296593,12827.65531,2.353306613,1.694388778,75303.2691,4.87681383
-9.573747495,2.857915832,16639.27856,2.831062124,1.870741483,58937.89036,4.770394587
-9.648296593,2.86753507,11625.2505,2.7749499,1.584168337,183668.9693,5.264035789
-9.996993988,3.209018036,16927.85571,2.383767535,1.744488978,36393.70026,4.561026214
-9.686773547,2.891583166,14835.67134,2.68997996,1.708416834,85604.22385,4.932495194
-9.306813627,2.574148297,13200.4008,2.130460922,2.423847695,52931.81099,4.723716753
-9.487174349,2.776152305,14703.40681,2.738076152,1.632264529,76964.22779,4.886288916
-9.3501002,2.600601202,12839.67936,2.800601202,1.684368737,128131.1672,5.107654782
-9.595390782,2.80501002,13260.52104,2.194589178,2.037074148,64333.98741,4.80844047
-10.01863727,3.264328657,11973.9479,2.619438878,2.461923848,124936.6559,5.096689877
-9.54008016,2.812224449,16747.49499,2.866332665,2.341683367,58535.19346,4.767417058
-9.419839679,2.718436874,11396.79359,2.213827655,2.341683367,79212.91594,4.898796001
-9.679559118,2.942084168,16951.90381,2.744488978,2.473947896,48569.44095,4.686363105
-9.790180361,3.026252505,12503.00601,2.720440882,1.880761523,134650.7552,5.129208794
-9.92244489,3.146492986,11781.56313,2.709218437,2.039078156,163176.8935,5.212658661
-9.653106212,2.939679359,16915.83166,2.124048096,1.574148297,24172.15375,4.383315348
-9.491983968,2.790581162,12539.07816,2.334068136,1.854709419,74211.28133,4.87046993
-9.936873747,3.192184369,14066.13226,2.592184369,1.72244489,78352.15148,4.894050926
-9.386172345,2.687174349,12274.5491,2.335671343,2.219438878,75989.34986,4.880752729
-9.98496994,3.196993988,13741.48297,2.572945892,1.624248497,91937.96898,4.963494905
-9.843086172,3.115230461,16615.23046,2.866332665,2.019038076,59602.01909,4.775260972
-9.718036072,2.978156313,16555.11022,2.473547094,1.744488978,41932.68714,4.622552694
-9.273146293,2.514028056,16278.55711,2.661122244,2.447895792,58919.65412,4.770260189
-9.79258517,3.047895792,13669.33868,2.893587174,2.447895792,109318.1025,5.038692085
-9.407815631,2.689579158,13128.25651,2.70761523,1.542084168,103598.7422,5.015354483
-9.588176353,2.800200401,15172.34469,2.593787575,2.203406814,68517.45211,4.835801205
-9.720440882,3.004609218,13308.61723,2.62745491,2.309619238,84648.22704,4.927617866
-9.718036072,2.956513026,11769.53908,2.386973948,2.19739479,103795.202,5.016177279
-9.463126253,2.675150301,16230.46092,2.298797595,2.349699399,41635.29143,4.619461609
-9.330861723,2.598196393,12070.14028,2.66753507,1.906813627,126441.5838,5.101889927
-9.362124248,2.639078156,16494.98998,2.56012024,2.435871743,45782.32144,4.66069781
-9.727655311,2.973346693,15653.30661,2.555310621,1.682364729,56744.58741,4.753924443
-9.876753507,3.103206413,12118.23647,2.12244489,1.970941884,69970.43962,4.844914603
-9.879158317,3.144088176,11913.82766,2.863126253,1.502004008,180207.1899,5.255772114
-9.689178357,2.982965932,14967.93587,2.73006012,2.407815631,64467.81466,4.809342949
-9.619438878,2.833867735,17000,2.580961924,2.427855711,46813.35447,4.670369762
-9.970541082,3.180160321,12719.43888,2.104809619,2.20741483,57914.46706,4.762787064
-9.679559118,2.893987976,14703.40681,2.215430862,2.381763527,45223.56748,4.655364819
-9.54248497,2.773747495,15136.27255,2.669138277,2.291583166,70920.09049,4.850769281
-9.681963928,2.915631263,14859.71944,2.366132265,1.616232465,55036.23621,4.740648726
-9.256312625,2.509218437,13621.24248,2.136873747,1.720440882,55301.27673,4.742735158
-9.578557114,2.80260521,13200.4008,2.568136273,2.435871743,92579.07351,4.96651283
-9.335671343,2.598196393,12599.1984,2.863126253,2.409819639,129571.5527,5.112509663
-9.645891784,2.862725451,11997.99599,2.33246493,2.187374749,96948.60203,4.986541551
-9.282765531,2.559719439,12418.83768,2.157715431,2.263527054,64114.66994,4.806957411
-9.782965932,3.009418838,15100.2004,2.419038076,2.471943888,50280.03489,4.70139557
-9.571342685,2.780961924,16783.56713,2.487975952,2.435871743,45013.89872,4.653346629
-9.309218437,2.583767535,15797.59519,2.343687375,1.710420842,44698.15693,4.650289616
-9.912825651,3.156112224,12983.96794,2.505611222,1.890781563,91636.09856,4.962066591
-9.787775551,3.043086172,11601.2024,2.504008016,2.335671343,117996.9225,5.071870681
-9.299599198,2.564529058,14847.69539,2.561723447,2.457915832,63055.22795,4.7997211
-9.766132265,3.019038076,16230.46092,2.367735471,1.806613226,39001.49497,4.591081254
-9.662725451,2.949298597,14523.04609,2.28757515,1.766533066,46393.72767,4.666459269
-9.737274549,3.002204409,15472.94589,2.595390782,2.027054108,56640.72405,4.753128796
-9.261122244,2.502004008,12226.45291,2.661122244,1.936873747,128394.774,5.108547347
-9.992184369,3.218637275,12683.36673,2.475150301,2.01503006,97010.26484,4.98681769
-9.460721443,2.754509018,13488.97796,2.104809619,2.181362725,44679.1767,4.650105162
-9.229859719,2.485170341,12154.30862,2.653106212,2.259519038,120717.2208,5.081769228
-9.619438878,2.891583166,16987.97595,2.893587174,1.724448898,61123.42839,4.786207706
-9.508817635,2.747294589,11973.9479,2.212224449,2.119238477,81584.0626,4.911605328
-9.446292585,2.732865731,14631.26253,2.532865731,2.281563126,59872.7661,4.777229323
-9.506412826,2.790581162,11625.2505,2.869539078,1.594188377,170922.2797,5.232798677
-9.79498998,3.05991984,15581.16232,2.484769539,1.740480962,49514.98254,4.69473663
-9.696392786,2.934869739,15677.35471,2.58256513,2.315631263,55406.11216,4.743557677
-9.823847695,3.100801603,14559.11824,2.255511022,1.928857715,42797.93503,4.631422815
-9.626653307,2.845891784,15148.29659,2.673947896,2.253507014,72632.89746,4.861133369
-9.309218437,2.538076152,12478.95792,2.749298597,2.379759519,129465.5413,5.112154192
-9.847895792,3.079158317,11637.27455,2.653106212,1.9749499,156284.8657,5.193916924
-9.693987976,2.937274549,12454.90982,2.622645291,2.429859719,110731.4865,5.04427113
-9.465531062,2.74488978,13092.18437,2.715631263,1.878757515,104651.0149,5.019743444
-9.936873747,3.160921844,16939.87976,2.487975952,2.279559118,38124.16701,4.581200363
-9.386172345,2.607815631,14799.5992,2.531262525,2.187374749,69933.43971,4.84468489
-9.376553106,2.624649299,12683.36673,2.544088176,1.79258517,103249.4644,5.013887808
-9.737274549,2.944488978,13753.50701,2.622645291,2.377755511,90557.59926,4.956924901
-9.54008016,2.80741483,15605.21042,2.765330661,1.798597194,69637.39828,4.842842537
-9.516032064,2.725651303,14126.25251,2.302004008,2.19739479,61422.27769,4.788325917
-9.357314629,2.588577154,12310.62124,2.632264529,2.047094188,124647.255,5.095682719
-9.746893788,3.031062124,14919.83968,2.624248497,2.413827655,58627.0481,4.768098028
-10.01382766,3.259519038,16855.71142,2.175350701,2.009018036,24113.1542,4.382254023
-9.893587174,3.117635271,15725.4509,2.141683367,1.870741483,32425.23184,4.51088309
-9.650701403,2.908416834,11048.09619,2.885571142,1.892785571,215589.5933,5.333627793
-9.528056112,2.788176353,14282.56513,2.330861723,1.524048096,57035.33762,4.756144017
-9.66993988,2.963727455,16314.62926,2.250701403,1.836673347,30516.38617,4.484533102
-9.232264529,2.485170341,16951.90381,2.547294589,1.942885772,49687.75688,4.696249391
-9.751703407,3.021442886,12286.57315,2.548897796,1.832665331,108363.6564,5.03488365
-9.744488978,3.009418838,11060.12024,2.765330661,2.221442886,182553.9222,5.261391168
-9.809418838,3.014228457,16422.84569,2.106412826,1.922845691,29261.76926,4.466300581
-9.893587174,3.103206413,15016.03206,2.212224449,2.483967936,39266.84185,4.594025973
-9.737274549,2.949298597,15881.76353,2.478356713,1.614228457,54147.64883,4.733579604
-9.912825651,3.134468938,13152.30461,2.2250501,2.111222445,61883.3334,4.791573699
-9.689178357,2.898797595,11937.87575,2.665931864,2.159318637,147620.2349,5.169145892
-9.556913828,2.819438878,16458.91784,2.159318637,2.043086172,29470.23709,4.46938363
-9.309218437,2.598196393,12671.34269,2.138476954,1.506012024,60174.05,4.779409243
-9.504008016,2.773747495,13392.78557,2.268336673,1.634268537,61844.66937,4.791302272
-9.609819639,2.889178357,11012.02405,2.359719439,1.902805611,115111.6811,5.061119397
-9.867134269,3.151302605,12490.98196,2.566533066,2.441883768,93459.96074,4.970625594
-9.833466934,3.035871743,14330.66132,2.297194389,2.365731463,53748.89529,4.730369543
-9.405410822,2.706412826,14823.64729,2.850300601,1.562124248,82053.15409,4.91409528
-9.684368737,2.934869739,12899.7996,2.403006012,1.5,83984.28802,4.924198045
-9.780561122,3.045490982,11865.73146,2.685170341,2.087174349,138564.8873,5.141653193
-9.467935872,2.716032064,13176.35271,2.731663327,1.644288577,113525.5211,5.055093504
-9.410220441,2.639078156,11577.15431,2.885571142,2.191382766,184502.6656,5.266002645
-9.340480962,2.593386774,16843.68737,2.87755511,1.754509018,67461.25925,4.829054444
-9.960921844,3.177755511,15484.96994,2.853507014,1.53006012,87120.54794,4.940120598
-9.405410822,2.682364729,14787.57515,2.821442886,2.231462926,80802.80905,4.907426459
-9.311623246,2.607815631,15196.39279,2.108016032,2.29759519,33617.88494,4.526570386
-9.864729459,3.103206413,16458.91784,2.758917836,2.039078156,58837.52071,4.769654364
-9.304408818,2.538076152,13320.64128,2.579358717,1.77254509,97795.13371,4.990317245
-9.713226453,2.978156313,15220.44088,2.588977956,2.401803607,56053.10111,4.748599645
-9.383767535,2.610220441,16482.96593,2.143286573,1.900801603,34833.29229,4.541994524
-9.641082164,2.889178357,13873.74749,2.201002004,2.077154309,50874.24105,4.706497943
-9.665130261,2.958917836,14727.45491,2.656312625,2.01503006,66361.91576,4.821918915
-9.811823647,3.040681363,16482.96593,2.744488978,2.101202405,59073.24412,4.771390822
-9.597795591,2.884368737,16482.96593,2.120841683,1.72244489,26358.75904,4.42092496
-9.782965932,3.016633267,16867.73547,2.835871743,1.630260521,63502.12499,4.802788258
-9.299599198,2.547695391,16651.30261,2.888777555,1.884769539,71171.02161,4.8523032
-9.703607214,2.973346693,12058.11623,2.403006012,2.393787575,88965.38611,4.949221068
-10.00420842,3.228256513,12551.1022,2.890380762,1.958917836,167732.0186,5.224615974
-9.431863727,2.667935872,14847.69539,2.765330661,2.213426854,83562.32356,4.922010508
-9.554509018,2.826653307,12515.03006,2.843887776,1.982965932,136748.0023,5.13592099
-9.626653307,2.927655311,13861.72345,2.776553106,1.806613226,90856.72936,4.958357099
