C,n,P,t,a,N,LN
-9.98496994,3.237875752,11829.65932,2.66753507,1.928857715,147393.4626,5.168478222
-9.631462926,2.898797595,15460.92184,2.60501002,2.027054108,58224.00022,4.76510204
-9.561723447,2.788176353,13801.60321,2.741282565,1.982965932,103974.6306,5.016927386
-9.237074148,2.514028056,14835.67134,2.322845691,2.411823647,48874.69617,4.689084071
-9.831062124,3.040681363,16422.84569,2.572945892,1.854709419,52921.20457,4.723629721
-9.73246493,3.004609218,14739.47896,2.617835671,2.017034068,66216.51132,4.820966296
-9.970541082,3.204208417,13801.60321,2.244288577,1.688376754,55314.53593,4.742839273
-9.708416834,2.973346693,14138.27655,2.39498998,1.680360721,60607.70742,4.782527856
-9.648296593,2.865130261,16567.13427,2.507214429,1.810621242,49375.37152,4.693510376
-9.85751503,3.088777555,13777.55511,2.237875752,1.980961924,54872.2747,4.739352964
-9.944088176,3.211422846,15364.72946,2.588977956,1.718436874,57135.18247,4.756903619
-9.807014028,3.093587174,13873.74749,2.210621242,2.01503006,45271.83056,4.655828055
-10.03306613,3.261923848,11589.17836,2.383767535,2.223446894,110518.2431,5.043433972
-9.869539078,3.148897796,13573.14629,2.289178357,1.582164329,56909.0534,4.755181362
-9.79498998,3.016633267,12010.02004,2.425450902,2.371743487,103625.3148,5.015465863
-9.366933868,2.600601202,15617.23447,2.329258517,1.660320641,49583.77966,4.695339629
-9.424649299,2.653507014,11072.14429,2.646693387,2.323647295,162589.9275,5.211093637
-9.499198397,2.761723447,12238.47695,2.322845691,1.650300601,86229.03159,4.935653509
-9.936873747,3.165731463,14030.06012,2.441482966,1.532064128,70702.01721,4.849431805
-9.412625251,2.711222445,16915.83166,2.890380762,1.76252505,59548.91217,4.774873832
-9.318837675,2.61503006,12250.501,2.226653307,2.033066132,70349.99373,4.847264063
-9.838276553,3.103206413,11901.80361,2.758917836,1.978957916,152680.0797,5.183782378
-9.597795591,2.889178357,13380.76152,2.827855711,2.169338677,104046.3564,5.017226876
-9.470340681,2.756913828,14414.82966,2.725250501,2.447895792,74230.76545,4.870583939
-9.597795591,2.891583166,11024.0481,2.702805611,1.700400802,166965.802,5.222627528
-9.388577154,2.658316633,15737.47495,2.367735471,2.395791583,42825.20313,4.631699432
-9.987374749,3.225851703,15509.01804,2.569739479,1.818637275,57068.52877,4.756396677
-9.782965932,3.062324649,15148.29659,2.592184369,2.281563126,55351.511,4.743129481
-9.956112224,3.223446894,16663.32665,2.665931864,1.74248497,48134.70475,4.682458312
-9.268336673,2.518837675,15328.65731,2.168937876,2.279559118,40881.14582,4.61152306
-9.576152305,2.792985972,16987.97595,2.20260521,1.502004008,33120.31852,4.520094505
-9.588176353,2.836272545,12827.65531,2.265130261,1.720440882,72173.94727,4.858380458
-9.306813627,2.559719439,14090.18036,2.766933868,1.514028056,96927.52764,4.986447135
-9.328456914,2.595791583,15316.63327,2.83747495,2.265531062,76846.58935,4.885624597
-9.684368737,2.975751503,16711.42285,2.375751503,2.231462926,31750.28068,4.501747569
-9.689178357,2.985370741,14691.38277,2.39498998,2.155310621,47635.28886,4.677928803
-9.578557114,2.838677355,15364.72946,2.415831663,2.107214429,48673.28196,4.687290631
-9.686773547,2.927655311,12827.65531,2.378957916,1.942885772,82267.02582,4.915225797
-9.996993988,3.233066132,14354.70942,2.321242485,2.461923848,47980.83437,4.681067796
-9.571342685,2.86753507,16074.1483,2.154509018,2.241482966,27576.86543,4.4405449
-9.571342685,2.855511022,13981.96393,2.428657315,1.828657315,62758.17452,4.797670303
-9.518436874,2.735270541,16086.17234,2.600200401,1.846693387,61216.73226,4.786870143
-9.556913828,2.817034068,14294.58918,2.816633267,2.391783567,88766.86308,4.948250873
-9.662725451,2.896392786,14775.5511,2.754108216,1.664328657,86970.34245,4.93937118
-9.672344689,2.956513026,11000,2.577755511,1.980961924,147774.4673,5.169599402
-9.453507014,2.704008016,15292.58517,2.611422846,2.075150301,64856.41778,4.811952958
-9.881563126,3.110420842,15533.06613,2.250701403,2.347695391,36358.83861,4.560610002
-9.460721443,2.682364729,12827.65531,2.742885772,2.059118236,127518.1882,5.105572134
-9.900801603,3.12244489,14246.49299,2.3501002,2.5,53878.78527,4.731417796
-9.698797595,2.99258517,16326.65331,2.204208417,2.113226453,27374.43418,4.437345151
-9.960921844,3.18496994,12166.33267,2.271543086,2.269539078,81369.56111,4.910461974
-9.28757515,2.574148297,14282.56513,2.361322645,2.153306613,55825.90066,4.746835738
-9.407815631,2.684769539,16507.01403,2.415831663,1.718436874,41553.7659,4.618610389
-9.537675351,2.776152305,13993.98798,2.766933868,1.696392786,101844.4605,5.007937412
-9.369338677,2.61503006,13488.97796,2.481563126,2.381763527,77891.69128,4.891491134
-9.47755511,2.766533066,12923.8477,2.85991984,2.133266533,119147.9276,5.076086493
-9.619438878,2.857915832,13897.79559,2.321242485,2.481963928,57280.00192,4.758003024
-9.66993988,2.913226453,11685.37074,2.451102204,2.30761523,111467.6348,5.047148786
-9.905611222,3.168136273,15184.36874,2.614629259,2.099198397,59328.92205,4.773266458
-9.381362725,2.67995992,13056.11222,2.595390782,1.634268537,90172.64351,4.955074802
-9.424649299,2.701603206,14763.52705,2.500801603,2.261523046,58235.07229,4.765184619
-9.79498998,3.016633267,16326.65331,2.290781563,2.0250501,36427.80016,4.561432945
-9.710821643,2.980561122,15388.77756,2.584168337,1.822645291,57665.09456,4.760913009
-10.03547094,3.288376754,12995.99198,2.691583166,2.037074148,110428.856,5.043082573
-9.691583166,2.925250501,15533.06613,2.330861723,2.339679359,42583.27582,4.629239068
-9.689178357,2.913226453,14907.81563,2.587374749,2.221442886,67964.95214,4.832285015
-9.927254509,3.153707415,11072.14429,2.290781563,2.219438878,113076.9098,5.053373931
-9.568937876,2.848296593,12527.05411,2.241082164,1.584168337,70059.18812,4.8454651
-9.689178357,2.903607214,11180.36072,2.124048096,1.976953908,93671.99661,4.971609777
-9.968136273,3.177755511,11312.62525,2.547294589,2.127254509,156228.5476,5.193760395
-9.458316633,2.691983968,12394.78958,2.428657315,1.612224449,100775.3012,5.003354105
-9.821442886,3.031062124,15124.2485,2.401402806,2.147294589,53191.55688,4.725842702
-9.390981964,2.672745491,16050.1002,2.386973948,1.604208417,43179.58105,4.635278424
-9.831062124,3.031062124,12298.59719,2.697995992,1.940881764,149112.5978,5.173514336
-9.609819639,2.848296593,12563.12625,2.49759519,1.686372745,103482.8791,5.014868503
-9.746893788,3.011823647,16891.78357,2.625851703,1.880761523,45708.95158,4.66000126
-9.559318637,2.80501002,14691.38277,2.321242485,2.263527054,50348.17618,4.701983743
-9.47755511,2.723246493,16555.11022,2.422244489,1.51002004,44283.84805,4.646245352
-9.410220441,2.684769539,11733.46693,2.843887776,1.810621242,161213.1404,5.207400438
-9.427054108,2.718436874,12190.38076,2.428657315,2.215430862,87800.93821,4.943499157
-9.879158317,3.083967936,12202.40481,2.353306613,1.600200401,102881.102,5.012335608
-9.215430862,2.494789579,16014.02806,2.664328657,1.852705411,60295.28318,4.780283339
-9.369338677,2.622244489,12286.57315,2.420641283,2.20741483,93753.40074,4.97198703
-9.277955912,2.540480962,11829.65932,2.436673347,2.01503006,105815.4775,5.024549196
-9.400601202,2.624649299,16134.26854,2.124048096,1.852705411,36034.85999,4.556722839
-9.201002004,2.468336673,14835.67134,2.277955912,1.634268537,51257.87769,4.70976062
-10.00661323,3.228256513,12130.26052,2.172144289,1.54008016,78382.86983,4.89422116
-9.390981964,2.655911824,14667.33467,2.114428858,2.065130261,40450.03706,4.606918924
-9.672344689,2.918036072,15088.17635,2.196192385,1.820641283,40601.88469,4.608546193
-9.79739479,3.038276553,13669.33868,2.205811623,2.373747495,50103.62375,4.699869137
-9.701202405,2.944488978,14763.52705,2.885571142,1.508016032,98323.16446,4.992655848
-9.530460922,2.74488978,11468.93788,2.257114228,1.750501002,106021.2532,5.025392933
-9.689178357,2.93006012,13296.59319,2.603406814,1.570140281,99124.19827,4.996179688
-9.73246493,2.934869739,13885.77154,2.226653307,1.71242485,59787.28359,4.776608822
-9.905611222,3.163326653,14294.58918,2.20260521,2.161322645,41823.82373,4.621423736
-9.422244489,2.694388778,14919.83968,2.431863727,1.866733467,55573.9516,4.744871279
-9.977755511,3.192184369,12430.86172,2.385370741,2.463927856,87912.0055,4.944048188
-9.496793587,2.732865731,12454.90982,2.321242485,2.391783567,81028.9968,4.908640462
-9.888777555,3.098396794,14114.22846,2.220240481,1.978957916,52128.53655,4.717075533
-9.681963928,2.906012024,11613.22645,2.596993988,1.606212425,151329.0076,5.179922184
-9.47995992,2.716032064,12010.02004,2.465531062,2.215430862,108198.0043,5.03421925
-9.768537074,3.033466934,11000,2.223446894,2.177354709,96892.01352,4.986287981
-9.814228457,3.103206413,13344.68938,2.693186373,1.602204409,97577.02562,4.989347576
-9.665130261,2.886773547,15665.33066,2.476753507,1.622244489,55739.89501,4.746166146
-10.03066132,3.276352705,16242.48497,2.487975952,1.904809619,42561.80768,4.629020065
-9.489579158,2.761723447,13753.50701,2.79258517,2.169338677,97140.50599,4.987400361
-9.746893788,3.016633267,13561.12224,2.125651303,1.968937876,45871.0083,4.661538287
-9.427054108,2.713627255,16302.60521,2.608216433,1.856713427,50920.27884,4.706890773
-10.04749499,3.281162325,16687.37475,2.733266533,2.43987976,49938.85273,4.698438561
-9.54488978,2.829058116,16687.37475,2.128857715,2.19739479,25231.53398,4.401943655
-9.85751503,3.12244489,14234.46894,2.390180361,1.932865731,56244.95242,4.750083554
-9.871943888,3.086372745,12743.48697,2.619438878,2.381763527,110928.6102,5.045043572
-9.744488978,2.99498998,12394.78958,2.419038076,2.481963928,86125.26999,4.935130596
-9.838276553,3.103206413,16831.66333,2.293987976,2.169338677,28537.38989,4.455414249
-9.484769539,2.776152305,13308.61723,2.282765531,2.189378758,57994.00339,4.76338309
-9.73006012,2.956513026,13717.43487,2.603406814,2.21743487,87434.31401,4.941681907
-9.246693387,2.499599198,15052.10421,2.495991984,2.299599198,60768.20555,4.783676412
-9.561723447,2.838677355,14366.73347,2.326052104,1.5501002,53160.90245,4.725592345
-9.47995992,2.711222445,14667.33467,2.630661323,1.900801603,78661.88305,4.895764339
-9.898396794,3.139278557,14006.01202,2.260320641,1.504008016,54497.73122,4.736378423
-9.79258517,3.016633267,13513.02605,2.858316633,2.109218437,123392.6586,5.091289322
-10.04509018,3.278757515,14486.97395,2.486372745,1.934869739,63243.64714,4.801016907
-9.403006012,2.624649299,13380.76152,2.329258517,1.70240481,75875.54379,4.880101817
-9.345290581,2.598196393,14066.13226,2.160921844,2.065130261,50126.11063,4.700064008
-9.708416834,3.004609218,11805.61122,2.832665331,2.099198397,152795.953,5.184111852
-9.217835671,2.480360721,14018.03607,2.362925852,2.353707415,61781.72212,4.79086001
-9.398196393,2.696793587,12070.14028,2.891983968,1.904809619,147341.6531,5.168325538
-9.583366733,2.879559118,14775.5511,2.192985972,1.826653307,38682.44638,4.587513932
-9.758917836,3.002204409,13008.01603,2.205811623,1.872745491,62576.80336,4.796413374
-9.571342685,2.831462926,11480.96192,2.891983968,2.349699399,178851.8818,5.252493514
-9.229859719,2.504408818,14595.19038,2.327655311,1.972945892,54444.21064,4.735951706
-9.782965932,3.052705411,12094.18838,2.885571142,1.758517034,167490.6956,5.223990686
-9.340480962,2.581362725,16807.61523,2.189779559,1.854709419,34397.4192,4.536525859
-9.491983968,2.783366733,14679.35872,2.576152305,1.760521042,64474.95055,4.809391018
-9.879158317,3.095991984,11529.05812,2.883967936,1.900801603,217609.109,5.337677071
-9.614629259,2.877154309,16939.87976,2.526452906,1.866733467,42281.11536,4.626146435
-9.633867735,2.906012024,15148.29659,2.617835671,2.309619238,59376.69762,4.77361604
-9.686773547,2.980561122,11709.41884,2.885571142,1.568136273,174340.3431,5.241397896
-9.208216433,2.482765531,13957.91583,2.545691383,1.73246493,76989.85584,4.886433506
-9.816633267,3.086372745,11300.6012,2.818236473,1.822645291,192034.239,5.283378669
-9.92004008,3.192184369,16074.1483,2.657915832,2.245490982,49594.56186,4.695434058
-9.908016032,3.141683367,14342.68537,2.430260521,2.075150301,60762.83025,4.783637995
-9.595390782,2.877154309,11408.81764,2.507214429,1.922845691,122793.5298,5.089175484
-9.963326653,3.230661323,15064.12826,2.290781563,2.485971944,36487.27934,4.562141482
-9.484769539,2.701603206,14114.22846,2.468737475,1.776553106,76641.34489,4.884463117
-9.968136273,3.196993988,13945.89178,2.839078156,2.177354709,107622.6863,5.031903828
-9.335671343,2.595791583,16458.91784,2.672344689,2.455911824,54102.48897,4.733217245
-9.737274549,2.99258517,11192.38477,2.191382766,2.301603206,88398.41828,4.946444494
-9.60501002,2.886773547,15701.40281,2.290781563,2.483967936,34848.50054,4.542184096
-9.229859719,2.502004008,11853.70741,2.71242485,1.676352705,136336.9142,5.13461346
-10.03066132,3.2498998,14066.13226,2.420641283,2.391783567,61523.26165,4.789039352
-9.376553106,2.605410822,11264.52906,2.531262525,1.564128257,145699.1184,5.163456924
-9.739679359,2.978156313,11120.24048,2.375751503,1.78256513,127443.8996,5.105319052
-9.816633267,3.040681363,14559.11824,2.120841683,2.043086172,40135.71589,4.603531014
-9.564128257,2.771342685,14306.61323,2.786172345,2.019038076,102566.78,5.011006721
-10.01623246,3.271543086,11120.24048,2.18496994,2.21743487,89632.83734,4.952467144
-10.02825651,3.257114228,12142.28457,2.20260521,2.119238477,74681.67951,4.873214076
-9.643486974,2.877154309,12406.81363,2.415831663,1.960921844,96516.592,4.984601979
-9.554509018,2.826653307,15977.95591,2.763727455,1.804609218,64138.97241,4.807121998
-9.727655311,2.99258517,15496.99399,2.359719439,2.201402806,41376.7423,4.616756295
-9.881563126,3.158517034,11396.79359,2.754108216,2.331663327,161450.6089,5.208039687
-9.932064128,3.168136273,14679.35872,2.58256513,2.317635271,65143.78841,4.813873011
-9.612224449,2.821843687,11745.49098,2.883967936,1.516032064,201768.3286,5.304852996
-9.561723447,2.80741483,12058.11623,2.516833667,2.249498998,110162.2535,5.042032811
-9.597795591,2.877154309,15412.82565,2.584168337,1.546092184,58068.77815,4.763942688
-9.799799599,3.035871743,16182.36473,2.571342685,1.9749499,51379.70988,4.710791648
-9.54008016,2.833867735,16002.00401,2.146492986,1.534068136,30042.76578,4.477739912
-9.739679359,2.956513026,16494.98998,2.146492986,2.259519038,29106.28326,4.463986752
-9.388577154,2.61503006,14571.14228,2.433466934,1.582164329,67514.90008,4.829399629
-9.381362725,2.629458918,11973.9479,2.696392786,1.982965932,138498.1744,5.141444049
-9.92004008,3.148897796,16074.1483,2.289178357,2.20741483,34755.47009,4.541023167
-9.362124248,2.658316633,11529.05812,2.284368737,1.626252505,89895.05796,4.953735817
-9.60260521,2.877154309,14438.87776,2.173747495,1.776553106,42551.45573,4.628914422
-9.309218437,2.542885772,15785.57114,2.452705411,2.087174349,54722.1301,4.738162994
-10.00661323,3.221042084,14498.998,2.524849699,2.123246493,67890.36205,4.831808125
-9.888777555,3.151302605,16182.36473,2.420641283,2.435871743,36160.95743,4.558239921
-9.831062124,3.095991984,12803.60721,2.101603206,2.273547094,50060.56614,4.699495757
-9.737274549,2.982965932,11228.45691,2.188176353,1.886773547,94402.46245,4.974983323
-9.66753507,2.956513026,12250.501,2.545691383,2.391783567,96417.03395,4.984153767
-9.876753507,3.158517034,14991.98397,2.601803607,2.05511022,58679.92719,4.768489566
-9.326052104,2.574148297,11961.92385,2.260320641,1.808617234,88556.75898,4.947221714
-9.496793587,2.780961924,16567.13427,2.540881764,2.461923848,41524.2591,4.618301892
-9.722845691,2.985370741,14186.37275,2.476753507,2.26753507,62091.52803,4.793032348
-9.874348697,3.115230461,13404.80962,2.653106212,1.936873747,99291.916,4.996913891
-9.489579158,2.749699399,16182.36473,2.24749499,2.233466934,34844.7407,4.542137237
-9.496793587,2.752104208,14162.32465,2.839078156,2.129258517,98059.05462,4.991487702
-9.898396794,3.12244489,16302.60521,2.49759519,1.942885772,46356.31627,4.666108917
-9.742084168,3.019038076,13140.28056,2.523246493,2.4498998,77418.32723,4.888843783
-9.66993988,2.877154309,13693.38677,2.550501002,1.938877756,90452.07873,4.956418552
-9.862324649,3.117635271,12298.59719,2.726853707,2.29759519,129571.8378,5.112510619
-9.73006012,3.004609218,16651.30261,2.128857715,2.473947896,22875.80352,4.359376358
-9.595390782,2.800200401,15232.46493,2.436673347,1.886773547,60055.88497,4.778555571
-9.458316633,2.737675351,15929.85972,2.537675351,2.061122244,49938.76802,4.698437824
-9.835871743,3.067134269,12611.22244,2.382164329,1.594188377,90860.94835,4.958377265
-9.631462926,2.874749499,11072.14429,2.580961924,1.992985972,157901.8662,5.198387263
-9.98256513,3.228256513,15028.05611,2.407815631,2.373747495,46267.44697,4.665275536
-9.710821643,2.982965932,13224.4489,2.805410822,1.684368737,116428.5222,5.066059385
-9.869539078,3.134468938,14450.9018,2.853507014,1.946893788,93135.59305,4.969115684
-9.342885772,2.593386774,16735.47094,2.284368737,2.189378758,36558.43108,4.56298755
-9.79258517,3.052705411,16002.00401,2.451102204,1.824649299,43984.82123,4.643302831
-9.28997996,2.562124248,15713.42685,2.715631263,2.00501002,66066.08167,4.81997855
-9.328456914,2.588577154,11961.92385,2.653106212,2.087174349,127580.5396,5.105784435
-9.54008016,2.80741483,12286.57315,2.624248497,1.640280561,118642.018,5.074238525
-9.653106212,2.93246493,12430.86172,2.228256513,1.514028056,70177.08891,4.846195349
-9.867134269,3.095991984,11961.92385,2.710821643,2.291583166,147236.4171,5.168015241
-9.891182365,3.163326653,11156.31263,2.720440882,2.243486974,170537.3318,5.231819464
-9.47995992,2.759318637,13561.12224,2.699599198,1.914829659,93208.35774,4.969454856
-9.525651303,2.829058116,13260.52104,2.802204409,2.475951904,96686.76514,4.98536703
-9.763727455,2.999799599,13260.52104,2.460721443,2.085170341,81286.62865,4.910019112
-9.672344689,2.874749499,13260.52104,2.540881764,1.738476954,100838.5461,5.003626576
-9.876753507,3.134468938,11937.87575,2.879158317,2.219438878,170088.5665,5.230675121
-9.35250501,2.586172345,12046.09218,2.367735471,2.111222445,98890.2757,4.995153588
-9.518436874,2.773747495,14342.68537,2.681963928,2.419839679,77535.07759,4.889498226
-9.722845691,3.014228457,15533.06613,2.577755511,2.27755511,49550.32696,4.695046525
-9.400601202,2.694388778,12719.43888,2.369338677,2.071142285,74383.31004,4.8714755
-9.727655311,3.016633267,13104.20842,2.125651303,1.850701403,49260.08064,4.692495118
-9.465531062,2.759318637,13729.45892,2.638677355,1.936873747,81689.79254,4.912167793
-9.929659319,3.201803607,11625.2505,2.606613226,2.259519038,130933.848,5.117051932
-9.79258517,3.040681363,14979.95992,2.504008016,1.828657315,59136.88167,4.77185842
-10.04028056,3.278757515,12106.21242,2.367735471,1.832665331,97269.5737,4.987977013
-9.780561122,3.009418838,14282.56513,2.197795591,2.069138277,47115.9141,4.673167621
-9.559318637,2.764128257,16819.63928,2.507214429,1.850701403,49967.67362,4.69868913
-9.609819639,2.886773547,15701.40281,2.726853707,1.768537074,63784.00999,4.804711819
-9.819038076,3.05751503,15004.00802,2.188176353,1.680360721,40270.23989,4.604984217
-9.98256513,3.242685371,15088.17635,2.664328657,2.209418838,62830.12663,4.798167935
-9.412625251,2.646292585,16951.90381,2.688376754,1.840681363,57173.97109,4.757198358
-9.506412826,2.768937876,11300.6012,2.168937876,2.079158317,86038.51778,4.93469292
-9.879158317,3.110420842,16759.51904,2.629058116,1.636272545,50783.54145,4.705722984
-9.374148297,2.600601202,16567.13427,2.473547094,2.049098196,49527.97136,4.69485054
-9.583366733,2.829058116,13741.48297,2.284368737,1.936873747,60278.99857,4.780166029
-9.580961924,2.862725451,11372.74549,2.885571142,1.518036072,189582.8906,5.277799141
-9.941683367,3.204208417,11589.17836,2.895190381,1.556112224,207355.1183,5.31671476
-9.451102204,2.670340681,16939.87976,2.513627255,1.824649299,49231.9068,4.692246657
-9.511222445,2.788176353,11024.0481,2.588977956,1.880761523,148871.7708,5.172812354
-9.395791583,2.663126253,15989.97996,2.779759519,1.698396794,67697.01748,4.830569535
-9.66993988,2.896392786,13032.06413,2.411022044,1.502004008,87100.29253,4.940019614
-9.277955912,2.514028056,12442.88577,2.521643287,2.03507014,107757.1782,5.03244621
-9.609819639,2.814629259,14186.37275,2.603406814,2.383767535,82639.38419,4.917187072
-9.710821643,2.918036072,16146.29259,2.787775551,2.069138277,71110.006,4.851930715
-9.886372745,3.168136273,16014.02806,2.563326653,1.79258517,46888.54832,4.671066787
-9.98496994,3.242685371,15893.78758,2.476753507,1.900801603,44167.49705,4.645102789
-9.369338677,2.627054108,11817.63527,2.16252505,1.816633267,79261.42692,4.899061887
-10.02825651,3.276352705,14474.9499,2.465531062,2.21743487,57065.24236,4.756371666
-9.823847695,3.026252505,16867.73547,2.781362725,2.193386774,60276.65807,4.780149166
-9.576152305,2.838677355,12334.66934,2.537675351,2.393787575,99623.14863,4.998360264
-9.523246493,2.812224449,14811.62325,2.638677355,2.141282565,64866.24201,4.812018738
-9.727655311,2.944488978,13008.01603,2.861523046,1.900801603,144117.3235,5.158716188
-9.816633267,3.05991984,11913.82766,2.483166333,1.776553106,117678.0198,5.070695352
-9.395791583,2.689579158,13296.59319,2.714028056,1.890781563,96787.60923,4.985819762
-9.323647295,2.588577154,14462.92585,2.217034068,2.275551102,47310.7942,4.674960239
-9.395791583,2.67755511,13128.25651,2.334068136,1.662324649,69473.17179,4.841817127
-9.672344689,2.970941884,12563.12625,2.209018036,2.343687375,57830.22085,4.762154851
-9.749298597,3.028657315,16951.90381,2.622645291,2.22745491,41384.99265,4.616842882
-9.446292585,2.667935872,12346.69339,2.744488978,2.205410822,138634.3398,5.141870819
-9.754108216,2.999799599,15881.76353,2.787775551,2.047094188,67679.38785,4.830456422
-9.73246493,2.951703407,16062.12425,2.683567134,1.566132265,65266.46462,4.814690088
-9.636272545,2.841082164,12575.1503,2.887174349,2.063126253,162987.6715,5.212154755
-9.41503006,2.651102204,16639.27856,2.218637275,2.067134269,35204.01464,4.546592193
-9.766132265,3.043086172,16038.07615,2.358116232,1.512024048,38350.68629,4.58377314
-9.831062124,3.069539078,13789.57916,2.164128257,2.0250501,48473.14695,4.685501216
-9.821442886,3.031062124,14871.74349,2.715631263,2.497995992,76981.15244,4.886384408
-9.323647295,2.581362725,14811.62325,2.441482966,1.856713427,60723.4349,4.78335633
-9.326052104,2.569338677,12959.91984,2.742885772,2.301603206,114229.4823,5.057778209
-9.871943888,3.127254509,16639.27856,2.218637275,2.037074148,27556.81927,4.440229088
-9.28757515,2.545290581,14679.35872,2.819839679,2.47995992,84383.92985,4.926259747
-9.869539078,3.074348697,11949.8998,2.556913828,1.556112224,141999.3564,5.152286376
-9.588176353,2.814629259,13993.98798,2.834268537,1.652304609,112257.4914,5.050215333
-9.285170341,2.578957916,15148.29659,2.890380762,1.982965932,81003.38462,4.908503166
-10.01382766,3.252304609,12178.35671,2.242685371,1.754509018,80723.0425,4.906997522
-9.79498998,3.05751503,16410.82164,2.223446894,2.241482966,28380.61023,4.453021729
-9.213026052,2.48997996,12298.59719,2.486372745,1.966933868,98145.21711,4.99186914
-9.686773547,2.939679359,11120.24048,2.52004008,1.860721443,145213.396,5.162006682
-9.746893788,2.946893788,12731.46293,2.572945892,1.882765531,116905.0709,5.06783335
-9.612224449,2.821843687,16482.96593,2.702805611,2.47995992,58619.81708,4.768044459
-9.407815631,2.658316633,14871.74349,2.14008016,2.437875752,39544.87864,4.597090247
-9.342885772,2.605410822,11517.03407,2.239478958,1.814629259,92051.90314,4.964032772
-9.328456914,2.578957916,16579.15832,2.593787575,1.878757515,53934.56378,4.731867171
-9.448697395,2.706412826,16951.90381,2.170541082,1.910821643,29728.64051,4.473175049
-9.340480962,2.576553106,15088.17635,2.398196393,1.71242485,58458.65707,4.766848834
-9.756513026,3.016633267,15124.2485,2.306813627,1.754509018,44112.68794,4.644563522
-9.60260521,2.855511022,14330.66132,2.2250501,2.149298597,47235.99661,4.674273083
-9.270741483,2.540480962,13380.76152,2.459118236,1.776553106,78796.16791,4.896505097
-9.677154309,2.927655311,13212.42485,2.124048096,2.441883768,49325.71681,4.693073405
-9.643486974,2.903607214,12370.74148,2.696392786,1.546092184,129549.7513,5.112436584
-9.73006012,2.942084168,12118.23647,2.35490982,2.323647295,95473.13731,4.979881194
-9.871943888,3.132064128,12899.7996,2.845490982,2.421843687,123766.3022,5.092602416
-9.518436874,2.778557114,13152.30461,2.811823647,2.061122244,116951.578,5.068006086
-9.879158317,3.160921844,16879.75952,2.112825651,1.594188377,21997.30945,4.342369564
-9.951302605,3.189779559,14847.69539,2.18496994,2.411823647,35977.91865,4.556036035
-9.782965932,3.050300601,16891.78357,2.212224449,2.081162325,26022.99222,4.415357232
-9.381362725,2.622244489,16242.48497,2.872745491,2.245490982,72265.86785,4.858933223
-9.518436874,2.728056112,14799.5992,2.249098196,2.427855711,49138.75859,4.691424181
-9.547294589,2.831462926,16398.7976,2.111222445,1.766533066,27087.67367,4.432771709
-9.929659319,3.134468938,11829.65932,2.188176353,1.574148297,90468.1822,4.956495864
-9.766132265,2.99498998,12154.30862,2.702805611,2.299599198,137583.4663,5.138566247
-9.580961924,2.80260521,13224.4489,2.37254509,1.728456914,80477.39377,4.905673903
-9.359719439,2.658316633,13885.77154,2.151302605,1.544088176,46503.7217,4.667487711
-9.819038076,3.076753507,12575.1503,2.471943888,2.335671343,88151.96138,4.94523198
-9.999398798,3.216232465,11096.19238,2.487975952,1.646292585,161935.7377,5.209342704
-9.746893788,2.982965932,12274.5491,2.261923848,2.345691383,76641.12351,4.884461863
-9.559318637,2.768937876,11541.08216,2.83747495,1.846693387,197276.8901,5.295076213
-9.378957916,2.610220441,11084.16834,2.810220441,1.920841683,196627.2942,5.293643803
-9.655511022,2.949298597,14583.16633,2.624248497,2.393787575,62357.21502,4.794886711
-9.693987976,2.980561122,13969.93988,2.403006012,1.724448898,60094.09584,4.778831805
-9.470340681,2.768937876,15761.52305,2.714028056,1.594188377,60692.63971,4.783136027
-9.645891784,2.934869739,15448.8978,2.646693387,1.642284569,59744.97011,4.776301348
-9.85511022,3.069539078,15749.499,2.186573146,1.596192385,36701.44827,4.564683202
-9.681963928,2.915631263,14426.85371,2.697995992,1.508016032,88329.55976,4.946106066
-9.405410822,2.684769539,16014.02806,2.470340681,2.149298597,45912.78575,4.661933644
-9.956112224,3.180160321,15917.83567,2.861523046,2.447895792,70107.8837,4.845766858
-9.73246493,2.956513026,13933.86774,2.345290581,1.638276553,65677.25147,4.81741497
-9.504008016,2.716032064,12418.83768,2.673947896,1.738476954,136244.4204,5.134318726
-9.638677355,2.86993988,14450.9018,2.760521042,1.70240481,93760.54402,4.972020119
-9.506412826,2.764128257,15881.76353,2.316432866,1.850701403,41653.52693,4.61965178
-9.427054108,2.667935872,11925.8517,2.35490982,1.988977956,99444.96046,4.997582779
-9.739679359,2.980561122,16302.60521,2.871142285,1.614228457,72168.66109,4.858348648
-9.463126253,2.716032064,11769.53908,2.419038076,2.117234469,105839.9735,5.024649723
-9.662725451,2.874749499,15028.05611,2.180160321,2.129258517,42586.02404,4.629267095
-9.47995992,2.730460922,15653.30661,2.170541082,2.343687375,35205.20813,4.546606916
-9.583366733,2.792985972,11156.31263,2.746092184,1.77254509,199832.0991,5.30066525
-9.518436874,2.735270541,13176.35271,2.544088176,2.223446894,95491.75727,4.979965885
-9.484769539,2.74008016,11853.70741,2.250701403,2.113226453,84729.035,4.92803226
-9.532865731,2.809819639,16627.25451,2.590581162,2.147294589,45738.19173,4.660278991
-9.506412826,2.790581162,14426.85371,2.366132265,2.475951904,49820.11533,4.697404729
-9.823847695,3.093587174,12370.74148,2.172144289,2.099198397,62727.31274,4.797456683
